,citations.OutFilm,citations.OutFilm_Year,citationsIndex.OutIndex,citations.InFilm,citations.InFilm_Year,citationsIndex.InIndex
3495,Detention 2011,2011,547,Star Trek: Insurrection 1998,1998,2611
3560,Detention 2011,2011,547,The Matrix 1999,1999,2639
3945,Detention 2011,2011,547,Torque 2004,2004,2835
4362,Detention 2011,2011,547,Indiana Jones and the Kingdom of the Crystal Skull 2008,2008,3083
4457,Detention 2011,2011,547,Avatar 2009,2009,124
4458,Detention 2011,2011,547,Hotel for Dogs 2009,2009,356
1729,Everybody's Fine 2009,2009,548,Taxi Driver 1976,1976,1920
2223,Everybody's Fine 2009,2009,548,E.T. the Extra-Terrestrial 1982,1982,2061
1732,Gingerdead Man 3: Saturday Night Cleaver 2011,2011,549,Carrie 1976,1976,1919
1805,Gingerdead Man 3: Saturday Night Cleaver 2011,2011,549,Saturday Night Fever 1977,1977,1941
1989,Gingerdead Man 3: Saturday Night Cleaver 2011,2011,549,Roller Boogie 1979,1979,1992
1735,Hooknasty 2011,2011,550,Carrie 1976,1976,1919
2982,Hooknasty 2011,2011,550,Goodfellas 1990,1990,2372
1736,Jackass 3D 2010,2010,551,Rocky 1976,1976,1926
1737,Jackass 3D 2010,2010,551,Taxi Driver 1976,1976,1920
1994,Jackass 3D 2010,2010,551,Rocky II 1979,1979,1995
2550,Jackass 3D 2010,2010,551,Rocky IV 1985,1985,2160
3580,Jackass 3D 2010,2010,551,The Blair Witch Project 1999,1999,2647
3869,Jackass 3D 2010,2010,551,Welcome to the Show/Intermission in the Third Dimension/The End of the Show 2003,2003,2797
1745,Observe and Report 2009,2009,552,Taxi Driver 1976,1976,1920
3000,Observe and Report 2009,2009,552,Goodfellas 1990,1990,2372
3001,Observe and Report 2009,2009,552,Miller's Crossing 1990,1990,2378
3246,Observe and Report 2009,2009,552,The Shawshank Redemption 1994,1994,2490
4174,Observe and Report 2009,2009,552,The Foot Fist Way 2006,2006,2971
1750,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Taxi Driver 1976,1976,1920
1950,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Piranha 1978,1978,1965
2182,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,The Howling 1981,1981,2038
2265,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,E.T. the Extra-Terrestrial 1982,1982,2061
2266,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,The Slumber Party Massacre 1982,1982,2079
2664,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Sorority House Massacre 1986,1986,2212
2775,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Slumber Party Massacre II 1987,1987,2260
3011,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Slumber Party Massacre III 1990,1990,2387
3012,Sleepless Nights: Revisiting the Slumber Party Massacres 2010,2010,553,Sorority House Massacre II 1990,1990,2382
1759,The Girlfriend Experience 2009,2009,554,The Opening of Misty Beethoven 1976,1976,1937
3265,The Girlfriend Experience 2009,2009,554,Forrest Gump 1994,1994,2481
4598,The Girlfriend Experience 2009,2009,554,Bubble 2005,2005/I,3173
1762,The Id Proxy 2009,2009,555,Carrie 1976,1976,1919
2374,The Id Proxy 2009,2009,555,The Dead Zone 1983,1983,2109
1764,The Scarlet Worm 2011,2011,556,Taxi Driver 1976,1976,1920
3834,The Scarlet Worm 2011,2011,556,An Enraged New World 2002,2002,2771
1766,Warrior 2011,2011/I,557,Rocky 1976,1976,1926
1780,An Old Hope 2009,2009,558,Star Wars 1977,1977,1939
4022,An Old Hope 2009,2009,558,Star Wars: Episode III - Revenge of the Sith 2005,2005,2875
1786,Blackened Reveries 2009,2009,559,Eraserhead 1977,1977,1951
3554,Blackened Reveries 2009,2009,559,Fight Club 1999,1999,2641
1788,Camp Hell 2010,2010,560,Star Wars 1977,1977,1939
1789,Cedar Rapids 2011,2011,561,Star Wars 1977,1977,1939
2048,Cedar Rapids 2011,2011,561,The Shining 1980,1980,2010
2209,Cedar Rapids 2011,2011,561,First Blood 1982,1982,2060
1799,Diary of a Wimpy Kid: Rodrick Rules 2011,2011,562,Saturday Night Fever 1977,1977,1941
2150,Diary of a Wimpy Kid: Rodrick Rules 2011,2011,562,The Hand 1981,1981,2044
2532,Diary of a Wimpy Kid: Rodrick Rules 2011,2011,562,Better Off Dead... 1985,1985,2163
1802,Fast Five 2011,2011,563,Star Wars 1977,1977,1939
3372,Fast Five 2011,2011,563,Mission: Impossible 1996,1996,2555
1803,Franklin 2011,2011,564,Star Wars 1977,1977,1939
1804,Friday the 13th 2009,2009,565,Star Wars 1977,1977,1939
2059,Friday the 13th 2009,2009,565,Friday the 13th 1980,1980,2008
2154,Friday the 13th 2009,2009,565,Friday the 13th Part 2 1981,1981,2040
2227,Friday the 13th 2009,2009,565,Friday the 13th Part III 1982,1982,2056
2422,Friday the 13th 2009,2009,565,Friday the 13th: The Final Chapter 1984,1984,2126
2423,Friday the 13th 2009,2009,565,"Silent Night, Deadly Night 1984",1984,2131
2628,Friday the 13th 2009,2009,565,Blue Velvet 1986,1986,2199
2731,Friday the 13th 2009,2009,565,Spaceballs 1987,1987,2240
1808,Hanlet: Episode 4 & 1/2 - Attack of the Phantom Special 2011,2011,566,Star Wars 1977,1977,1939
1810,Here Goes Nothing 2011,2011,567,Star Wars 1977,1977,1939
2067,Here Goes Nothing 2011,2011,567,Star Wars: Episode V - The Empire Strikes Back 1980,1980,2009
1811,Hesher 2010,2010,568,Star Wars 1977,1977,1939
1815,Hughes the Force 2011,2011,569,Star Wars 1977,1977,1939
2545,Hughes the Force 2011,2011,569,The Breakfast Club 1985,1985,2164
2546,Hughes the Force 2011,2011,569,Weird Science 1985,1985,2154
2636,Hughes the Force 2011,2011,569,Ferris Bueller's Day Off 1986,1986,2185
1822,Kidults 2009,2009,570,Star Wars 1977,1977,1939
1825,Lego: The Adventures of Clutch Powers 2010,2010,571,Star Wars 1977,1977,1939
1826,Mars Needs Moms 2011,2011,572,Saturday Night Fever 1977,1977,1941
1827,Mars Needs Moms 2011,2011,572,Star Wars 1977,1977,1939
2350,Mars Needs Moms 2011,2011,572,Cujo 1983,1983,2094
2554,Mars Needs Moms 2011,2011,572,The Return of the Living Dead 1985,1985,2162
2642,Mars Needs Moms 2011,2011,572,Top Gun 1986,1986,2196
1828,Martha Marcy May Marlene 2011,2011,573,3 Women 1977,1977,1954
1830,Miles Away 2011,2011/II,574,Star Wars 1977,1977,1939
3588,Miles Away 2011,2011/II,574,Office Space 1999,1999,2635
1832,Morning Before 2011,2011,575,Annie Hall 1977,1977,1952
1834,"My Son, My Son, What Have Ye Done 2009",2009,576,Star Wars 1977,1977,1939
1843,Notorious 2009,2009,577,Star Wars 1977,1977,1939
2252,Notorious 2009,2009,577,Richard Pryor Live on the Sunset Strip 1982,1982,2078
3062,Notorious 2009,2009,577,New Jack City 1991,1991,2404
3113,Notorious 2009,2009,577,Juice 1992,1992,2436
3245,Notorious 2009,2009,577,Above the Rim 1994,1994,2496
1847,Paul Blart: Mall Cop 2009,2009,578,Star Wars 1977,1977,1939
2258,Paul Blart: Mall Cop 2009,2009,578,First Blood 1982,1982,2060
2568,Paul Blart: Mall Cop 2009,2009,578,Rambo: First Blood Part II 1985,1985,2168
2859,Paul Blart: Mall Cop 2009,2009,578,Die Hard 1988,1988,2276
4179,Paul Blart: Mall Cop 2009,2009,578,300 2006,2006,2934
4398,Paul Blart: Mall Cop 2009,2009,578,College 2008,2008,3120
4399,Paul Blart: Mall Cop 2009,2009,578,WALL E 2008,2008,3091
1850,Porkchop 2010,2010,579,Star Wars 1977,1977,1939
2654,Porkchop 2010,2010,579,Short Circuit 1986,1986,2210
2655,Porkchop 2010,2010,579,Top Gun 1986,1986,2196
1851,Post Grad 2009,2009,580,Star Wars 1977,1977,1939
3602,Post Grad 2009,2009,580,The Matrix 1999,1999,2639
3884,Post Grad 2009,2009,580,21 Grams 2003,2003,2805
3977,Post Grad 2009,2009,580,The Passion of the Christ 2004,2004,2821
4180,Post Grad 2009,2009,580,Children of Men 2006,2006,2976
1852,Powder Blue 2009,2009,581,Annie Hall 1977,1977,1952
1855,Repo Men 2010,2010,582,Star Wars 1977,1977,1939
1858,Sanctum 2011,2011,583,Star Wars 1977,1977,1939
2015,Sanctum 2011,2011,583,Apocalypse Now 1979,1979,1981
1860,She's Out of My League 2010,2010,584,Star Wars 1977,1977,1939
2098,She's Out of My League 2010,2010,584,Star Wars: Episode V - The Empire Strikes Back 1980,1980,2009
3064,She's Out of My League 2010,2010,584,Beauty and the Beast 1991,1991,2399
3122,She's Out of My League 2010,2010,584,Aladdin 1992,1992,2425
3522,She's Out of My League 2010,2010,584,Rush Hour 1998,1998,2617
3980,She's Out of My League 2010,2010,584,The Day After Tomorrow 2004,2004,2816
4083,She's Out of My League 2010,2010,584,King Kong 2005,2005,2914
1861,Skateland 2010,2010,585,Annie Hall 1977,1977,1952
2021,Skateland 2010,2010,585,"Skatetown, U.S.A. 1979",1979,2002
1862,Source Code 2011,2011,586,Star Wars 1977,1977,1939
3751,Source Code 2011,2011,586,Donnie Darko 2001,2001,2712
1863,Star Trek 2009,2009,587,Star Wars 1977,1977,1939
2101,Star Trek 2009,2009,587,Star Wars: Episode V - The Empire Strikes Back 1980,1980,2009
2268,Star Trek 2009,2009,587,Star Trek: The Wrath of Khan 1982,1982,2062
2475,Star Trek 2009,2009,587,Star Trek III: The Search for Spock 1984,1984,2146
2667,Star Trek 2009,2009,587,Star Trek IV: The Voyage Home 1986,1986,2215
3065,Star Trek 2009,2009,587,Star Trek VI: The Undiscovered Country 1991,1991,2409
3527,Star Trek 2009,2009,587,Star Trek: Insurrection 1998,1998,2611
1865,TK421: Why Aren't You at Your Post? 2010,2010,588,Star Wars 1977,1977,1939
1873,The Bounty Hunter 2010,2010/I,589,Saturday Night Fever 1977,1977,1941
1880,The International 2009,2009/I,590,Star Wars 1977,1977,1939
3993,The International 2009,2009/I,590,Anacondas: The Hunt for the Blood Orchid 2004,2004,2861
4423,The International 2009,2009/I,590,Cloverfield 2008,2008,3079
4424,The International 2009,2009/I,590,The Eye 2008,2008,3134
1881,The Men Who Stare at Goats 2009,2009,591,Star Wars 1977,1977,1939
3075,The Men Who Stare at Goats 2009,2009,591,The Silence of the Lambs 1991,1991,2393
1882,The Messenger 2009,2009/I,592,Star Wars 1977,1977,1939
2031,The Messenger 2009,2009/I,592,Apocalypse Now 1979,1979,1981
1883,The Nothing 2011,2011,593,Star Wars 1977,1977,1939
1884,The People vs. George Lucas 2010,2010,594,Star Wars 1977,1977,1939
2192,The People vs. George Lucas 2010,2010,594,Raiders of the Lost Ark 1981,1981,2036
2502,The People vs. George Lucas 2010,2010,594,Indiana Jones and the Temple of Doom 1984,1984,2128
2680,The People vs. George Lucas 2010,2010,594,Captain EO 1986,1986,2221
2795,The People vs. George Lucas 2010,2010,594,Spaceballs 1987,1987,2240
3470,The People vs. George Lucas 2010,2010,594,Troops 1997,1997,2592
3617,The People vs. George Lucas 2010,2010,594,She's All That 1999,1999,2662
3618,The People vs. George Lucas 2010,2010,594,Star Wars: Episode I - The Phantom Menace 1999,1999,2636
3833,The People vs. George Lucas 2010,2010,594,Star Wars: Episode II - Attack of the Clones 2002,2002,2743
4096,The People vs. George Lucas 2010,2010,594,Star Wars: Episode III - Revenge of the Sith 2005,2005,2875
1908,Acts of Violence 2010,2010,595,Day of the Woman 1978,1978,1963
1909,Adventureland 2009,2009,596,Dawn of the Dead 1978,1978,1962
1915,Beg 2011,2011/II,597,Halloween 1978,1978,1968
2140,Beg 2011,2011/II,597,Friday the 13th Part 2 1981,1981,2040
1919,ChromeSkull: Laid to Rest 2 2011,2011,598,Spawn of the Slithis 1978,1978,1971
4450,ChromeSkull: Laid to Rest 2 2011,2011,598,Laid to Rest 2009,2009,3144
1921,Don't Go in the Woods 2010,2010,599,Every Which Way But Loose 1978,1978,1972
1923,Furry Vengeance 2010,2010,600,Animal House 1978,1978,1964
1924,Furry Vengeance 2010,2010,600,Grease 1978,1978,1969
2061,Furry Vengeance 2010,2010,600,The Blue Lagoon 1980,1980,2019
2335,Furry Vengeance 2010,2010,600,Risky Business 1983,1983,2103
2425,Furry Vengeance 2010,2010,600,This Is Spinal Tap 1984,1984,2129
3302,Furry Vengeance 2010,2010,600,Braveheart 1995,1995,2510
3373,Furry Vengeance 2010,2010,600,Jerry Maguire 1996,1996,2552
3713,Furry Vengeance 2010,2010,600,Zoolander 2001,2001,2717
1927,Halloween Season 2010,2010,601,Halloween 1978,1978,1968
2156,Halloween Season 2010,2010,601,Halloween II 1981,1981,2045
3228,Halloween Season 2010,2010,601,The Crow 1994,1994,2491
4257,Halloween Season 2010,2010,601,Methodic 2007,2007,3028
4612,Halloween Season 2010,2010,601,Twilight 2008,2008/I,3179
1930,Hookman 2 2011,2011,602,Halloween 1978,1978,1968
2431,Hookman 2 2011,2011,602,Ghost Busters 1984,1984,2124
2432,Hookman 2 2011,2011,602,Gremlins 1984,1984,2123
2540,Hookman 2 2011,2011,602,Back to the Future 1985,1985,2152
2541,Hookman 2 2011,2011,602,Pee-wee's Big Adventure 1985,1985,2167
2741,Hookman 2 2011,2011,602,Ernest Goes to Camp 1987,1987,2249
2742,Hookman 2 2011,2011,602,Predator 1987,1987,2232
2981,Hookman 2 2011,2011,602,Kindergarten Cop 1990,1990,2374
3378,Hookman 2 2011,2011,602,Scream 1996,1996,2547
3572,Hookman 2 2011,2011,602,The Blair Witch Project 1999,1999,2647
4050,Hookman 2 2011,2011,602,Hostel 2005,2005,2874
4151,Hookman 2 2011,2011,602,Turistas 2006,2006,2958
1931,I Clean Up Your Grave 2010,2010,603,Day of the Woman 1978,1978,1963
1932,I Spit on Eli Roth 2009,2009,604,Day of the Woman 1978,1978,1963
1933,Machete Betty 2011,2011,605,Faces of Death 1978,1978,1974
3055,Machete Betty 2011,2011,605,Cape Fear 1991,1991,2405
4270,Machete Betty 2011,2011,605,Vacancy 2007,2007,3038
1937,Myers (Rise of the Boogeyman) 2011,2011,606,Halloween 1978,1978,1968
1942,No More Room in Hell 2011,2011,607,Dawn of the Dead 1978,1978,1962
1944,Rage 2010,2010,608,Halloween 1978,1978,1968
1945,Run! Bitch Run! 2009,2009,609,Day of the Woman 1978,1978,1963
1952,Song of the Shattered 2010,2010,610,Day of the Woman 1978,1978,1963
1953,Spit on Your Cupid 2011,2011,611,Day of the Woman 1978,1978,1963
1954,Still Screaming: The Ultimate Scary Movie Retrospective 2011,2011,612,Halloween 1978,1978,1968
3066,Still Screaming: The Ultimate Scary Movie Retrospective 2011,2011,612,Freddy's Dead: The Final Nightmare 1991,1991,2394
3397,Still Screaming: The Ultimate Scary Movie Retrospective 2011,2011,612,Scream 1996,1996,2547
3466,Still Screaming: The Ultimate Scary Movie Retrospective 2011,2011,612,Scream 2 1997,1997,2590
3676,Still Screaming: The Ultimate Scary Movie Retrospective 2011,2011,612,Scream 3 2000,2000,2693
1959,The Love Connection 2009,2009,613,Halloween 1978,1978,1968
2114,The Love Connection 2009,2009,613,The Shining 1980,1980,2010
1960,The Making of Piranha 2010,2010,614,Piranha 1978,1978,1965
1961,The Minstrel Killer 2009,2009,615,Halloween 1978,1978,1968
1966,You Again 2010,2010,616,Grease 1978,1978,1969
2200,You Again 2010,2010,616,Mommie Dearest 1981,1981,2046
3279,You Again 2010,2010,616,Pulp Fiction 1994,1994,2482
1967,Youth in Revolt 2009,2009,617,Grease 1978,1978,1969
4107,Youth in Revolt 2009,2009,617,Miss Congeniality 2: Armed and Fabulous 2005,2005,2920
4216,Youth in Revolt 2009,2009,617,School for Scoundrels 2006,2006,2995
4339,Youth in Revolt 2009,2009,617,The Great Debaters 2007,2007,3076
4340,Youth in Revolt 2009,2009,617,The Hills Have Eyes II 2007,2007,3055
4436,Youth in Revolt 2009,2009,617,Soul Men 2008,2008,3139
4437,Youth in Revolt 2009,2009,617,Superhero Movie 2008,2008,3140
4438,Youth in Revolt 2009,2009,617,The Longshots 2008,2008,3141
4439,Youth in Revolt 2009,2009,617,Zack and Miri Make a Porno 2008,2008,3123
1969,20 Year Old Virgins 2011,2011,618,Star Trek: The Motion Picture 1979,1979,1979
2203,20 Year Old Virgins 2011,2011,618,Fast Times at Ridgemont High 1982,1982,2055
2518,20 Year Old Virgins 2011,2011,618,Weird Science 1985,1985,2154
3417,20 Year Old Virgins 2011,2011,618,Boogie Nights 1997,1997,2573
3548,20 Year Old Virgins 2011,2011,618,American Pie 1999,1999,2638
1976,Bluegrass Diva 2011,2011,619,The Jerk 1979,1979,1985
1984,Dolphin Tale 2011,2011,620,Apocalypse Now 1979,1979,1981
1990,Happythankyoumoreplease 2010,2010,621,Kramer vs. Kramer 1979,1979,1990
1991,Hollywoodn't 2009,2009,622,Killer of Sheep 1979,1979,1993
2002,Morgan's Last Call 2009,2009,623,Apocalypse Now 1979,1979,1981
3445,Morgan's Last Call 2009,2009,623,Titanic 1997,1997,2576
2013,Predators 2010,2010,624,Apocalypse Now 1979,1979,1981
2360,Predators 2010,2010,624,Scarface 1983,1983,2093
2656,Predators 2010,2010,624,Aliens 1986,1986,2186
2770,Predators 2010,2010,624,Predator 1987,1987,2232
3391,Predators 2010,2010,624,From Dusk Till Dawn 1996,1996,2564
3885,Predators 2010,2010,624,Kill Bill: Vol. 1 2003,2003,2795
2016,Sarah Palin Media Addict 2011,2011,625,Apocalypse Now 1979,1979,1981
2017,Scary Phone Call 1 & 2 2009,2009,626,When a Stranger Calls 1979,1979,2001
3394,Scary Phone Call 1 & 2 2009,2009,626,Scream 1996,1996,2547
2018,Scott Pilgrim vs. the World 2010,2010,627,The Warriors 1979,1979,1988
2094,Scott Pilgrim vs. the World 2010,2010,627,Flash Gordon 1980,1980,2018
2466,Scott Pilgrim vs. the World 2010,2010,627,This Is Spinal Tap 1984,1984,2129
3334,Scott Pilgrim vs. the World 2010,2010,627,Tank Girl 1995,1995,2541
3604,Scott Pilgrim vs. the World 2010,2010,627,The Matrix 1999,1999,2639
3748,Scott Pilgrim vs. the World 2010,2010,627,Harry Potter and the Sorcerer's Stone 2001,2001,2703
4183,Scott Pilgrim vs. the World 2010,2010,627,My Super Ex-Girlfriend 2006,2006,2978
2038,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,Richard Pryor: Live in Concert 1979,1979,2006
2301,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,48 Hrs. 1982,1982,2084
2302,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,Richard Pryor Live on the Sunset Strip 1982,1982,2078
2386,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,Bill Cosby: Himself 1983,1983,2117
2807,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,Eddie Murphy Raw 1987,1987,2275
2808,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,Hollywood Shuffle 1987,1987,2268
3686,Why We Laugh: Black Comedians on Black Comedy 2009,2009,628,The Original Kings of Comedy 2000,2000,2698
2045,Beneath the Dark 2010,2010,629,The Shining 1980,1980,2010
2400,Beneath the Dark 2010,2010,629,A Nightmare on Elm Street 1984,1984,2119
2047,Bridesmaids 2011,2011,630,Smokey and the Bandit II 1980,1980,2014
3092,Bridesmaids 2011,2011,630,Reservoir Dogs 1992,1992,2423
3210,Bridesmaids 2011,2011,630,Forrest Gump 1994,1994,2481
3555,Bridesmaids 2011,2011,630,Fight Club 1999,1999,2641
3639,Bridesmaids 2011,2011,630,Cast Away 2000,2000,2669
2054,Darren & Abbey 2010,2010,631,Star Wars: Episode V - The Empire Strikes Back 1980,1980,2009
2065,Handicapped: A Documentary About Bad Golf 2009,2009,632,Caddyshack 1980,1980,2020
2066,Hatchet II 2010,2010,633,Friday the 13th 1980,1980,2008
3570,Hatchet II 2010,2010,633,The Blair Witch Project 1999,1999,2647
4146,Hatchet II 2010,2010,633,Behind the Mask: The Rise of Leslie Vernon 2006,2006,2953
2069,Hot Tub Time Machine 2010,2010,634,The Shining 1980,1980,2010
2340,Hot Tub Time Machine 2010,2010,634,A Christmas Story 1983,1983,2092
2433,Hot Tub Time Machine 2010,2010,634,Red Dawn 1984,1984,2134
2434,Hot Tub Time Machine 2010,2010,634,Sixteen Candles 1984,1984,2130
2542,Hot Tub Time Machine 2010,2010,634,Back to the Future 1985,1985,2152
2543,Hot Tub Time Machine 2010,2010,634,Better Off Dead... 1985,1985,2163
2544,Hot Tub Time Machine 2010,2010,634,Rambo: First Blood Part II 1985,1985,2168
2839,Hot Tub Time Machine 2010,2010,634,Rambo III 1988,1988,2295
2925,Hot Tub Time Machine 2010,2010,634,"The Karate Kid, Part III 1989",1989,2343
2983,Hot Tub Time Machine 2010,2010,634,House Party 1990,1990,2375
3232,Hot Tub Time Machine 2010,2010,634,Timecop 1994,1994,2479
3960,Hot Tub Time Machine 2010,2010,634,Eternal Sunshine of the Spotless Mind 2004,2004,2845
3961,Hot Tub Time Machine 2010,2010,634,The Butterfly Effect 2004,2004,2846
4258,Hot Tub Time Machine 2010,2010,634,Wild Hogs 2007,2007,3029
2072,Johnny English Reborn 2011,2011,635,The Shining 1980,1980,2010
2843,Johnny English Reborn 2011,2011,635,Rambo III 1988,1988,2295
2082,Of My Dreams 2010,2010,636,Friday the 13th 1980,1980,2008
2088,Psychic Experiment 2010,2010,637,The Blues Brothers 1980,1980,2012
2093,SWAN Day CT 2010,2010,638,The Shining 1980,1980,2010
3747,SWAN Day CT 2010,2010,638,Moulin Rouge! 2001,2001,2728
2102,Sugar Boxx 2009,2009,639,Brubaker 1980,1980,2027
2106,The Black Waters of Echo's Pond 2009,2009,640,Friday the 13th 1980,1980,2008
2108,The Change-Up 2011,2011,641,Raging Bull 1980,1980,2021
2881,The Change-Up 2011,2011,641,Big 1988,1988,2319
2110,The Hangover 2009,2009,642,Fame 1980,1980,2017
2188,The Hangover 2009,2009,642,Raiders of the Lost Ark 1981,1981,2036
